customer_id,signup_date,region,acquisition_channel,account_type,age,gender,risk_score,credit_score,email,phone
C100261,09/07/2025,Jakarta,Partnership,Standard ,32.0,M,0.268,719.0,user100261@mail.com,+6015730172
C100262,2022-05-05,Sarawak,Offline    Event,Premium ,18.0,M,0.297,781.0,user100262@example.com,+6014228109
C100263,2021-06-26,Manila,Offline  Event,STD,24.0,M,0.147,621.0,user100263@corp.co,+6015234876
C100264,2025-04-27,Sabah ,APP-STORE,PRM,30.0,Other,0.115,626.0,user100264@mail.com,+6015934747
C100265,2021-09-06, Kuala Lumpur ,Partnership,Premium ,22.0,M,0.029,609.0,user100265@example.com,+6018320552
C100266,2022-08-01,HCMC,Partner ,plus,45.0,M,0.022,665.0,user100266@corp.co,+6018466920
C100267,2021-08-01,Sarawak,website,premium,21.0,F,0.373,,user100267@mail.com,+6011941455
C100268,2021-07-31,sg,Referral ,plus,28.0,F,0.211,681.0,user100268@example.com,6016345648
C100269,2023-01-01,HCMC,website,premium,33.0,M,0.004,734.0,user100269@example.com,+6015617019
C100270,2024-06-08,JKT,ADs,plus,44.0,F,0.622,704.0,user100270@ example.com,+6018176830
C100271,2022-01-08,Sarawak,app-store, premium,21.0,F,0.377,676.0,user100271@mail.com,+6011531350
C100272,04/02/2023,Manila,App store,premium,41.0,M,0.203,682.0,user100272@inbox.io,+6014925620
C100273,2021-05-04,Johor,Partner ,pls,32.0,M,0.582,685.0,user100273@inbox.io,+6014849270
C100274,2021-09-12,sarawak,Referral ,Standard ,24.0,F,0.364,,user100274@example.com,+6016530484
C100275,2024-07-26,Singapore,offline,plus,36.0,F,0.241,639.0,user100275@mail.com,6018388042
C100276,13/06/2025,Singapore,partner,PRM,,,0.061,608.0,user100276@example.com,+6017211557
C100277,2023-09-10,JKT,partner,STD,27.0,M,0.228,689.0,user100277@mail.com,+6013278895
C100278,2023-03-22,penang,web,Plus ,33.0,M,0.248,650.0,user100278@example.com,+6019161551
C100279,27/09/2022,SELANGOR ,Partner ,Plus ,29.0,F,0.165,712.0,user100279@inbox.io,+6011913747
C100280,2023-09-04,MNL,referral,Plus ,33.0,,0.288,684.0,user100280@inbox.io,+6010286391
C100281,2023-01-12,HCMC,web,Premium ,37.0,M,0.42,681.0,user100281@inbox.io,+6019780403
C100282,2023-04-06,selangor,Ads,premium,45.0,F,0.227,739.0,user100282@corp.co,+6011454873
C100283,2024-05-14,Selangor,WEB ,PLS,22.0,M,0.064,596.0,user100283@ mail.com,+6018909884
C100284,2022-02-11,Jakarta,offline,premium,49.0,F,0.128,786.0,user100284@mail.com,+6015818425
C100285,2023-07-22,Kuala Lumpur ,WEB ,standard,18.0,F,0.644,549.0,user100285@corp.co,+6011979815
C100286,2024-11-21,Kuala  Lumpur,offline ,premium,31.0,M,0.049,767.0,user100286@example.com,6011677674
C100287,2023-09-10,Penang,Referral ,PRM,37.0,F,0.277,692.0,user100287@inbox.io,+6015651185
C100288,2021-08-14,SG,Referral ,Premium  ,34.0,M,0.222,649.0,user100288@ corp.co,6011226606
C100289,29/01/2021,Penang,Partnership,PRM,,F,0.367,592.0,user100289@corp.co,6010198304
C100290,2024-11-24,Sabah ,Partnership,PLS,30.0,M,0.251,,user100290@corp.co,+6014502633
C100291,2021-11-07,Jakarta,app-store,Premium ,28.0,M,0.225,670.0,user100291@example.com,+6010238038
C100292,2021-08-16,Bangkok,paid ads,PLS,27.0,F,0.46,692.0,user100292@example.com,+6013903108
C100293,2025-07-29,Sarawak,paid ads,standard ,39.0,M,0.36,767.0,user100293@mail.com,+6015362125
C100294,25/10/2022,johor,Partner , plus,35.0,F,0.246,,user100294@corp.co,+6015764636
C100295,2025-04-21,SG,web,PRM,26.0,M,0.279,699.0,user100295@example.com,+6019516505
C100296,2023-04-04,Johor,app-store,Premium ,39.0,M,0.546,701.0,user100296@corp.co,+6018270926
C100297,16/02/2022,Johor ,referral,Plus ,34.0,F,0.267,660.0,user100297@inbox.io,+6018720949
C100298,2023-12-21,SG,offline,premium,39.0,M,0.477,668.0,user100298@corp.co,+6010202105
C100299,2021-08-02,SELANGOR ,referral,PRM,37.0,M,0.485,674.0,user100299@example.com,+6014150434
C100300,2023-01-29,Penang,referral,premium,25.0,F,0.13,718.0,user100300@corp.co,+6018219210
C100301,23/02/2024,penang,Offline  Event,Premium ,28.0,F,0.127,625.0,user100301@mail.com,+6012826925
C100302,2023-06-05,singapore ,offline,Standard ,38.0,F,0.327,650.0,user100302@inbox.io,+6013452947
C100303,2022-05-06,HCMC,ADs,PLS,37.0,Other,0.501,701.0,user100303@mail.com,+6016338871
C100304,2024-09-23,Johor ,App store,Plus ,32.0,M,0.163,615.0,user100304@mail.com,+6011518496
C100305,15/08/2025,MNL,referral,plus,33.0,F,0.354,687.0,user100305@inbox.io,+6017956633
C100306,29/07/2023,Manila, Ads,STD,42.0,M,,647.0,user100306@mail.com,+6016514409
C100307,2025-07-02,jakarta,Ads,STD,27.0,F,0.027,710.0,user100307@example.com,+6010249799
C100308,2021-01-25,HCMC,Partner ,Plus ,36.0,M,0.384,,user100308@corp.co,+6017199699
C100309,2025-09-20,Sabah,website,pls,30.0,Other,0.169,647.0,user100309@corp.co,+6016688230
C100310,2023-07-20,Kuala  Lumpur,IOS Store,Plus ,30.0,F,0.272,725.0,user100310@corp.co,+6019288820
C100311,2021-11-18,Bangkok,Offline  Event,premium,41.0,F,0.052,692.0,user100311@corp.co,+6017654357
C100312,2022-02-22,singapore ,website,PLS,39.0,F,0.173,657.0,user100312@corp.co,+6018683002
C100313,02/04/2023,Pulau Pinang,partner,Premium ,39.0,F,0.252,680.0,user100313@corp.co,+6014591293
C100314,2021-12-25,sarawak,partner,STANDARD,42.0,F,0.3,758.0,user100314@ inbox.io,+6018908947
C100315,29/11/2021,BKK,Ads,Premium ,32.0,M,0.198,670.0,user100315@example.com,+6017193991
C100316,15/09/2025,Manila,ADs,Standard ,37.0,M,0.238,759.0,user100316@example.com,+6018180439
C100317,2022-04-28,SELANGOR , Paid Ads,STD,30.0,M,0.358,673.0,user100317@example.com,+6019308412
C100318,2023-04-27,HCMC,Ads,PLS,35.0,M,0.293,595.0,user100318@inbox.io,+6018340698
C100319,2023-05-26,sarawak,partner,PLS,31.0,F,0.105,671.0,user100319@corp.co,+6014622869
C100320,2022-10-17, singapore ,WEB ,Plus ,33.0,F,0.087,591.0,user100320@corp.co,+6017883466
C100321,2023-12-02,johor,offline,PLS,37.0,F,0.449,661.0,user100321@example.com,+6010464993
C100322,2022-09-25,Penang,referral,PLS,25.0,Other,0.376,659.0,user100322@corp.co,6011113236
C100323,2023-04-01,manila,Offline  Event,premium,49.0,F,0.332,789.0,user100323@mail.com,+6014597361
C100324,2025-04-20,SG,Referral ,PLS,24.0,M,0.263,777.0,user100324@corp.co,+6013101755
C100325,2025-02-26,singapore ,Offline  Event,premium,22.0,M,0.178,685.0,user100325@corp.co,6018132121
C100326,2023-02-20,Johor ,offline,standard,41.0,M,0.151,753.0,user100326@inbox.io,+6012642277
C100327,2021-06-07,Manila,WEBSITE,PRM,38.0,M,0.363,656.0,user100327@inbox.io,+6012198949
C100328,2021-10-14,singapore ,Partner ,STD,37.0,F,0.14,594.0,user100328@corp.co,6013219261
C100329,2024-08-09,Kuala  Lumpur,app-store,Premium ,37.0,F,0.297,712.0,user100329@mail.com,+6011831114
C100330,2023-05-10,johor,partner,STD,32.0,F,0.358,702.0,user100330@ example.com,+6014979319
C100331,2021-05-17,Saigon,Partnership,prm,25.0,F,0.109,624.0,user100331@mail.com,+6018281088
C100332,2021-01-12,Sabah ,web,premium,33.0,F,0.225,626.0,user100332@inbox.io,+6014759627
C100333,2023-11-03,selangor,website,STD,27.0,M,0.362,736.0,user100333@inbox.io,+6011971375
C100334,2022-02-11,penang,Ads,Standard ,,F,0.244,579.0,user100334@inbox.io,+6014873812
C100335,2023-03-25,singapore ,ADs,PLS,31.0,M,0.048,713.0,user100335@mail.com,+6013121925
C100336,2022-05-18,SELANGOR ,offline,Plus ,25.0,M,0.536,661.0,user100336@example.com,+6014897174
C100337,2024-10-04,selangor,Referral ,Plus ,29.0,M,0.266,714.0,user100337@inbox.io,6014424150
C100338,2025-09-11,JKT,Ads,PLUS ,35.0,F,0.13,739.0,user100338@inbox.io,+6016694632
C100339,2024-08-21,SG,offline,PREMIUM ,27.0,M,0.539,628.0,user100339@example.com,+6017658392
C100340,2021-01-31,johor,website,PLS,25.0,M,0.089,612.0,user100340@example.com,+6019411083
C100341,2021-12-14,PULAU PINANG,Ads,Plus ,34.0,F,0.356,,user100341@corp.co,+6012935093
C100342,2021-08-22,Kuala Lumpur ,App store,STD,34.0,F,0.294,677.0,user100342@corp.co,+6015689951
C100343,2022-04-09,KL,Offline  Event,plus,28.0,M,0.169,700.0,user100343@corp.co,+6016331803
C100344,2025-08-23,Saigon,Offline  Event,Standard ,28.0,M,0.089,735.0,user100344@inbox.io,+6014707798
C100345,2021-04-22,saigon,IOS Store,PRM ,34.0,,0.453,622.0,user100345@mail.com,+6010897683
C100346,2024-02-22,BKK,Referal,Plus ,20.0,M,0.216,734.0,user100346@example.com,+6010195878
C100347,2025-09-13,sarawak,App store,plus,21.0,F,0.423,718.0,user100347@corp.co,+6019573528
C100348,2022-04-06,penang,paid ads,STD,26.0,F,0.033,,user100348@corp.co,+6016651502
C100349,2024-08-28,kl,Offline  Event,Plus ,30.0,M,0.452,767.0,user100349@corp.co,6019337060
C100350,2022-01-31,Sabah,offline,STD,34.0,M,0.482,684.0,user100350@inbox.io,+6013390202
C100351,2021-05-10,johor ,ADs,standard,44.0,M,0.343,725.0,user100351@corp.co,+6015107583
C100352,2023-08-16,Saigon,Referral ,PLS,39.0,M,0.175,683.0,user100352@corp.co,+6010370868
C100353,07/02/2024,BKK,Referral ,PLS,31.0,M,0.219,689.0,user100353@mail.com,+6011748498
C100354,2021-05-04,Bangkok,web,Premium ,32.0,F,0.297,612.0,user100354@corp.co,+6015193626
C100355,2024-01-17,Selangor, Paid Ads,STD,24.0,M,0.251,667.0,user100355@corp.co,+6011307731
C100356,15/10/2022,Ho Chi Minh City,app-store,plus,32.0,,0.186,572.0,user100356@example.com,+6010324895
C100357,2023-02-15,Bangkok,Partner ,standard,30.0,F,0.477,672.0,user100357@mail.com,+6010564827
C100358,2021-11-16,BKK,Partnership,plus,35.0,M,0.137,759.0,user100358@inbox.io,+6016509145
C100359,2024-01-04,Johor,IOS Store,PRM,,M,0.492,727.0,user100359@mail.com,+6011599864
C100360,2024-06-16,KL,Offline  Event,PLS,36.0,M,0.191,687.0,user100360@example.com,+6010505896
C100361,2022-04-26,johor,web,standard,44.0,M,0.302,668.0,user100361@inbox.io,+6011506584
C100362,2023-01-06,Selangor,website,PLS,31.0,F,0.435,648.0,user100362@mail.com,+6016683384
C100363,2022-05-20,Singapore,offline,Standard ,35.0,M,0.131,625.0,user100363@inbox.io,6014996327
C100364,2022-07-05,Selangor,Ads,premium,38.0,F,0.156,,user100364@mail.com,+6016425905
C100365,2024-07-04,kuala-lumpur ,partner,plus,29.0,M,0.22,588.0,user100365@inbox.io,+6018807160
C100366,2021-03-19,johor,IOS Store,Plus ,34.0,M,0.287,,user100366@inbox.io,+6012934575
C100367,2022-07-12,Sarawak,offline,standard,32.0,F,0.601,734.0,user100367@inbox.io,+6010728426
C100368,2023-10-30,Pulau Pinang,Referal,PLS,33.0,F,0.049,692.0,user100368@corp.co,+6018612489
C100369,2024-07-03,Kuala  Lumpur,partner,PLS,26.0,M,0.182,683.0,user100369@inbox.io,+6012656721
C100370,11/02/2023,bangkok,offline,premium,,M,0.247,692.0,user100370@example.com,+6014905697
C100371,2023-04-09,KL,Referal,PLS,36.0,F,0.367,801.0,user100371@corp.co,+6018973806
C100372,2022-05-10,singapore ,Referal,Plus ,44.0,M,0.24,683.0,user100372@mail.com,+6011636754
C100373,2021-12-02,sabah,WEB ,PLS,40.0,M,0.096,698.0,user100373@corp.co,+6011660519
C100374,03/04/2024,KL,App store ,plus,49.0,F,0.244,803.0,user100374@example.com,+6016701980
C100375,2021-05-01,Kuala Lumpur ,Referral ,STD,26.0,,0.13,676.0,user100375@inbox.io,+6016733725
C100376,2025-01-02,Penang,referral,Premium ,39.0,F,0.433,,user100376@inbox.io,+6012337318
C100377,23/11/2022,Sarawak,Partnership,standard,33.0,,0.616,554.0,user100377@inbox.io,+6014366769
C100378,2022-09-13,Penang,partner,Plus ,50.0,F,0.278,610.0,user100378@inbox.io,+6014158460
C100379,01/12/2024,Kuala Lumpur ,web,Plus ,26.0,F,0.084,640.0,user100379@example.com,+6015487850
C100380,23/12/2023,KL,Offline  Event,PLS,25.0,F,0.121,715.0,user100380@corp.co,+6017249091
C100381,07/08/2023,Sarawak,Referral ,premium,,F,0.193,786.0,user100381@corp.co,+6014622677
C100382,2022-12-09,Saigon,REFERRAL ,Premium ,18.0,F,0.509,645.0,user100382@mail.com,+6017279442
C100383,2022-11-24,selangor,offline,plus,28.0,M,0.122,739.0,user100383@mail.com,+6011929298
C100384,2021-03-15,Selangor,web,Plus  ,26.0,M,0.1,814.0,user100384@inbox.io,+6013918437
C100385,2022-08-24,Johor ,referral,premium,33.0,F,0.046,774.0,user100385@inbox.io,+6019529837
C100386,22/05/2024,Johor,app-store,Standard ,,F,0.299,656.0,user100386@corp.co,+6013781706
C100387,17/10/2023,singapore ,Ads,Plus ,47.0,M,0.082,732.0,user100387@example.com,+6016260135
C100388,2023-05-16,SELANGOR ,App store,std,40.0,F,0.098,700.0,user100388@corp.co,+6010841516
C100389,2021-08-04,Sarawak,Referal, standard,27.0,M,0.481,640.0,user100389@inbox.io,+6019177993
C100390,2023-05-18,MANILA,paid ads,plus,25.0,F,0.305,706.0,user100390@mail.com,+6016107978
C100391,2023-12-27,JKT,Partner ,PLS,36.0,F,0.332,652.0,user100391@corp.co,+6014712592
C100392,2025-05-02,Singapore,App store,PRM,21.0,F,0.144,687.0,user100392@inbox.io,+6014214833
C100393,2024-05-26,Penang,partner,PRM,47.0,M,0.515,597.0,user100393@mail.com,+6017871339
C100394,2025-07-24,SELANGOR ,Offline  Event,standard,41.0,F,0.441,574.0,user100394@example.com,+6012303129
C100395,2023-10-26,Sarawak,paid ads,Premium ,28.0,M,0.268,663.0,user100395@mail.com,+6011754387
C100396,2021-03-27,Kuala Lumpur ,Offline    Event,PRM,18.0,M,0.121,699.0,user100396@inbox.io,+6010165573
C100397,2021-12-25,HCMC,IOS Store,PREMIUM,43.0,M,0.532,612.0,user100397@corp.co,+6017158608
C100398,2023-03-23,Kuala Lumpur ,ADs,STD,31.0,F,0.097,712.0,user100398@mail.com,+6016544049
C100399,2022-07-09,penang,OFFLINE  EVENT,PRM,42.0,M,0.278,683.0,user100399@example.com,+6018494159
C100400,2023-04-05,Penang,Ads,Standard ,19.0,M,0.065,719.0,user100400@corp.co,+6013957473
C100401,2021-04-29,HCMC,  Paid Ads,premium,27.0,F,0.596,737.0,user100401@example.com,+6017240692
C100402,03/12/2021,SAIGON,partner,Standard ,32.0,F,0.236,761.0,user100402@mail.com,+6011831440
C100403,2024-09-12,Sarawak,referral,PRM,32.0,F,0.092,716.0,user100403@example.com,+6018932326
C100404,2023-12-11,selangor,app-store,Standard ,28.0,F,0.065,662.0,user100404@inbox.io,+6015924896
C100405,2023-09-02,SG,website,Premium ,37.0,M,0.451,691.0,user100405@corp.co,+6018703940
C100406,2024-09-17,MNL,Ads,Premium ,23.0,F,0.165,820.0,user100406@mail.com,+6013983220
C100407,2025-05-08,Selangor,Referal,Plus ,31.0,F,0.026,739.0,user100407@mail.com,+6015638545
C100408,2021-12-26,jakarta,Referal,premium,33.0,M,0.218,684.0,user100408@inbox.io,+6014861943
C100409,2024-04-11,johor,Referral ,standard,36.0,M,0.748,,user100409@corp.co,+6010945871
C100410,2022-08-14,Selangor,Ads,PLS,38.0,M,0.185,644.0,user100410@corp.co,+6014604808
C100411,2023-03-03,sarawak,paid ads,premium,23.0,M,0.714,609.0,user100411@corp.co,+6010916853
C100412,2021-05-18,Saigon,referral,premium,20.0,F,0.581,782.0,user100412@mail.com,6015827540
C100413,16/09/2024,johor,Partner ,standard,42.0,F,0.339,709.0,user100413@corp.co,+6017192645
C100414,2021-01-06,Johor ,Offline  Event,plus,35.0,F,0.147,604.0,user100414@inbox.io,+6012972102
C100415,2025-06-04,SARAWAK,ADs,standard,26.0,F,0.362,672.0,user100415@mail.com,+6016433059
C100416,2025-07-31,SELANGOR ,paid ads,STD,44.0,M,0.215,756.0,user100416@mail.com,+6016463290
C100417,05/09/2022,Kuala Lumpur ,ADs,PLUS,33.0,F,0.319,653.0,user100417@example.com,+6016998562
C100418,2024-02-06,singapore ,Partner ,Standard ,41.0,M,0.129,631.0,user100418@example.com,+6014205735
C100419,2024-09-01,Saigon,App store,premium,33.0,Other,0.16,701.0,user100419@example.com,+6016430854
C100420,2021-08-06,Pulau Pinang,WEB ,Premium ,48.0,M,,719.0,user100420@inbox.io,+6016508688
C100421,2023-10-23,manila,web,premium,46.0,F,0.306,653.0,user100421@corp.co,+6016579776
C100422,2023-09-03,Kuala  Lumpur,App store,premium,30.0,M,0.035,644.0,user100422@corp.co,+6011451452
C100423,2022-01-23,KL,Offline  Event,PRM,40.0,M,0.416,708.0,user100423@corp.co,+6017910611
C100424,2023-07-23,Sabah,app-store,STD,37.0,M,0.242,613.0,user100424@inbox.io,+6011187181
C100425,2025-04-25,Singapore,offline,premium,43.0,F,0.128,,user100425@corp.co,+6011247165
C100426,19/08/2023,Manila,IOS Store,standard,24.0,F,0.488,673.0,user100426@example.com,6010618152
C100427,2024-06-22,Kuala  Lumpur,referral,Premium ,,M,0.222,724.0,user100427@mail.com,+6010209645
C100428,2023-10-11,sarawak,web,Standard ,40.0,F,0.237,654.0,user100428@corp.co,+6018822222
C100429,2024-06-04,Sabah,Referal,Premium ,18.0,F,0.403,714.0,user100429@corp.co,+6010826230
C100430,2023-07-08,johor,app-store,Plus ,23.0,F,0.21,750.0,user100430@mail.com,+6015756412
C100431,19/09/2025,Pulau Pinang,ads,Standard ,18.0,F,0.042,650.0,user100431@corp.co,+6018905336
C100432,2022-01-31,Kuala  Lumpur,partner,Standard ,30.0,M,0.121,850.0,user100432@example.com,+6019301078
C100433,2022-08-20,MNL,App store,Premium ,38.0,M,0.45,765.0,user100433@corp.co,+6015697351
C100434,2024-07-30,Sarawak,ADs,Standard ,44.0,,0.097,696.0,user100434@corp.co,+6016614361
C100435,2024-03-23,sabah,WEB ,PLS,33.0,F,0.34,669.0,user100435@ corp.co,+6019947581
C100436,2022-06-25,Ho Chi Minh City,offline,Plus ,45.0,Other,0.312,647.0,user100436@corp.co,+6012943058
C100437,2023-07-25,JKT, Offline  Event,STD,21.0,F,0.341,780.0,user100437@mail.com,+6016291282
C100438,15/06/2024,HCMC,website,PLS,18.0,M,0.249,,user100438@corp.co,+6015856482
C100439,2025-08-30,Kuala  Lumpur,App store,plus,32.0,F,0.12,,user100439@example.com,+6015243914
C100440,2021-01-02,sarawak,IOS Store,PRM,35.0,M,0.203,577.0,user100440@example.com,+6015582792
C100441,2023-08-03,Penang,website,Standard  ,32.0,,0.206,687.0,user100441@corp.co,+6016181978
C100442,2023-06-11,Jakarta,web,Standard ,18.0,M,0.527,688.0,user100442@example.com,+6015129650
C100443,2022-10-16,Ho Chi Minh City,partner ,STD,31.0,F,0.407,625.0,user100443@mail.com,+6013296642
C100444,2024-08-28,Saigon,Referral ,Premium ,,F,0.121,589.0,user100444@example.com,+6015964908
C100445,2023-09-29,Pulau Pinang,paid ads,standard,37.0,M,0.391,562.0,user100445@mail.com,+6019936866
C100446,2024-12-15,singapore ,WEB ,plus,35.0,M,0.068,,user100446@example.com,+6018776973
C100447,04/10/2024,Sarawak,Referral ,PRM,24.0,F,0.301,658.0,user100447@example.com,+6014661525
C100448,05/10/2024,bangkok,website, PLS,28.0,F,0.283,722.0,user100448@corp.co,+6010981304
C100449,2022-10-26,KL,Partnership,PLS,24.0,M,0.14,672.0,user100449@example.com,+6018538085
C100450,2025-05-08,Bangkok,WEB ,Standard ,31.0,F,0.066,744.0,user100450@inbox.io,+6011628461
C100451,2025-01-10,Penang,web,PLS,40.0,F,0.128,,user100451@corp.co,+6016804952
C100452,2022-06-12,Ho Chi Minh City,Offline--Event,plus,24.0,M,0.132,711.0,user100452@ inbox.io,+6018876395
C100453,2021-09-21, Penang,referral,PLS,36.0,M,0.133,739.0,user100453@mail.com,+6013888360
C100454,2023-06-01,selangor,App store,Premium ,28.0,F,0.379,597.0,user100454@inbox.io,+6010958914
C100455,2025-05-21, manila,Partnership,Standard ,26.0,F,0.037,648.0,user100455@corp.co,+6014314071
C100456,2023-11-08,Penang,WEB ,STD,31.0,F,0.489,824.0,user100456@corp.co,+6014252108
C100457,2021-10-18,Jakarta,WEB ,PRM,24.0,F,0.119,566.0,user100457@inbox.io,+6012721456
C100458,2022-12-31,singapore ,IOS Store,plus,28.0,M,0.323,662.0,user100458@inbox.io,+6019797765
C100459,2023-08-23,BKK,app-store,Plus ,22.0,M,0.373,709.0,user100459@corp.co,+6017666426
C100460,2022-11-29,Johor ,website,PRM,48.0,M,0.477,567.0,user100460@corp.co,+6015327430
C100461,2022-09-11,Penang,offline,premium,32.0,M,0.393,635.0,user100461@mail.com,+6012966318
C100462,2022-04-03,Singapore,partner,Premium ,26.0,F,0.18,800.0,user100462@inbox.io,+6011824503
C100463,2021-03-17,Manila,offline,PRM,34.0,F,0.144,690.0,user100463@example.com,+6010167683
C100464,2021-05-24,sabah, App store,PLS,31.0,M,0.408,646.0,user100464@corp.co,+6013329637
C100465,2023-01-31,MNL, Paid Ads,Plus ,30.0,M,0.437,693.0,user100465@inbox.io,6019670564
C100466,16/01/2025,ho chi minh city,ADs,premium,37.0,F,0.277,645.0,user100466@inbox.io,+6019966543
C100467,15/08/2021,sabah,Partner ,PLS,38.0,,0.121,783.0,user100467@example.com,+6013110067
C100468,15/11/2024,SELANGOR ,web,PRM,28.0,F,0.223,621.0,user100468@ inbox.io,+6019114355
C100469,2024-07-11,SG,referral,premium,27.0,F,0.363,649.0,user100469@inbox.io,+6014107715
C100470,2022-08-28,johor,Referral ,PLS,30.0,F,0.106,590.0,user100470@inbox.io,+6010359289
C100471,2024-04-07,BKK,App store,Plus ,18.0,F,0.33,,user100471@mail.com,+6017952741
C100472,2025-03-16,jakarta,App store,Standard ,20.0,M,0.17,670.0,user100472@example.com,+6016461439
C100473,2024-05-26,Singapore,IOS Store,Premium ,,M,0.157,,user100473@mail.com,+6018424300
C100474,2023-01-29,Bangkok,WEB-,plus,45.0,M,0.24,619.0,user100474@corp.co,+6019793517
C100475,2022-04-04,SG,WEB ,STD,30.0,F,0.476,709.0,user100475@corp.co,+6010211186
C100476,2021-01-18,SELANGOR ,referral,PLS,37.0,F,0.379,685.0,user100476@example.com,+6014144439
C100477,2021-11-28,manila, referral,PLS,,F,0.327,566.0,user100477@mail.com,+6015553668
C100478,13/08/2024,Johor ,IOS Store,premium,57.0,M,0.764,636.0,user100478@mail.com,+6015871523
C100479,2022-11-11,johor,web, Standard ,41.0,M,0.47,634.0,user100479@mail.com,+6010255247
C100480,2022-07-01,SG,Partner ,plus,31.0,M,0.242,781.0,user100480@example.com,+6015571968
C100481,2025-05-29,sabah,App store,STANDARD ,24.0,M,0.22,713.0,user100481@example.com,+6018612169
C100482,2024-12-14,sabah,app-store,plus ,19.0,F,0.413,,user100482@inbox.io,+6010805244
C100483,2021-06-06,jakarta,partner,Standard ,34.0,F,0.329,422.0,user100483@example.com,+6019148698
